5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
14/4/2016 15:30,388,1,100
14/4/2016 15:45,456,1,100
14/4/2016 16:0,396,1,100
14/4/2016 16:15,420,1,100
14/4/2016 16:30,508,1,100
14/4/2016 16:45,540,1,100
14/4/2016 17:0,344,1,100
14/4/2016 17:15,428,1,100
14/4/2016 17:30,404,1,100
14/4/2016 17:45,392,1,100
14/4/2016 18:0,396,1,100
14/4/2016 18:15,488,1,100
14/4/2016 18:30,336,1,100
14/4/2016 18:45,532,1,100
14/4/2016 19:0,636,1,100
14/4/2016 19:15,452,1,100
14/4/2016 19:30,576,1,100
14/4/2016 19:45,504,1,100
14/4/2016 20:0,412,1,100
14/4/2016 20:15,520,1,100
14/4/2016 20:30,344,1,100
14/4/2016 20:45,432,1,100
14/4/2016 21:0,412,1,100
14/4/2016 21:15,492,1,100
14/4/2016 21:30,384,1,100
14/4/2016 21:45,460,1,100
14/4/2016 22:0,444,1,100
14/4/2016 22:15,448,1,100
14/4/2016 22:30,268,1,100
14/4/2016 22:45,252,1,100
14/4/2016 23:0,184,1,100
14/4/2016 23:15,140,1,100
14/4/2016 23:30,116,1,100
14/4/2016 23:45,84,1,100
15/4/2016 0:0,104,1,100
15/4/2016 0:15,108,1,100
15/4/2016 0:30,56,1,100
15/4/2016 0:45,84,1,100
15/4/2016 1:0,20,1,100
15/4/2016 1:15,60,1,100
15/4/2016 1:30,36,1,100
15/4/2016 1:45,28,1,100
15/4/2016 2:0,36,1,100
15/4/2016 2:15,36,1,100
15/4/2016 2:30,24,1,100
15/4/2016 2:45,28,1,100
15/4/2016 3:0,32,1,100
15/4/2016 3:15,48,1,100
15/4/2016 3:30,16,1,100
15/4/2016 3:45,20,1,100
15/4/2016 4:0,4,1,100
15/4/2016 4:15,8,1,100
15/4/2016 4:30,8,1,100
15/4/2016 4:45,24,1,100
15/4/2016 5:0,24,1,100
15/4/2016 5:15,48,1,100
15/4/2016 5:30,104,1,100
15/4/2016 5:45,96,1,100
15/4/2016 6:0,128,1,100
15/4/2016 6:15,96,1,100
15/4/2016 6:30,156,1,100
15/4/2016 6:45,216,1,100
15/4/2016 7:0,244,1,100
15/4/2016 7:15,308,1,100
15/4/2016 7:30,392,1,100
15/4/2016 7:45,380,1,100
15/4/2016 8:0,272,1,100
15/4/2016 8:15,472,1,100
15/4/2016 8:30,484,1,100
15/4/2016 8:45,380,1,100
15/4/2016 9:0,384,1,100
15/4/2016 9:15,356,1,100
15/4/2016 9:30,320,1,100
15/4/2016 9:45,412,1,100
15/4/2016 10:0,448,1,100
15/4/2016 10:15,368,1,100
15/4/2016 10:30,496,1,100
15/4/2016 10:45,568,1,100
15/4/2016 11:0,368,1,100
15/4/2016 11:15,460,1,100
15/4/2016 11:30,340,1,100
15/4/2016 11:45,336,1,100
15/4/2016 12:0,524,1,100
15/4/2016 12:15,480,1,100
15/4/2016 12:30,248,1,100
15/4/2016 12:45,372,1,100
15/4/2016 13:0,476,1,100
15/4/2016 13:15,408,1,100
15/4/2016 13:30,500,1,100
15/4/2016 13:45,576,1,100
15/4/2016 14:0,464,1,100
15/4/2016 14:15,444,1,100
15/4/2016 14:30,316,1,100
15/4/2016 14:45,264,1,100
15/4/2016 15:0,412,1,100
15/4/2016 15:15,432,1,100
15/4/2016 15:30,476,1,100
15/4/2016 15:45,384,1,100
15/4/2016 16:0,536,1,100
15/4/2016 16:15,504,1,100
15/4/2016 16:30,420,1,100
15/4/2016 16:45,532,1,100
15/4/2016 17:0,416,1,100
15/4/2016 17:15,476,1,100
15/4/2016 17:30,516,1,100
15/4/2016 17:45,392,1,100
15/4/2016 18:0,468,1,100
15/4/2016 18:15,428,1,100
15/4/2016 18:30,500,1,100
15/4/2016 18:45,596,1,100
15/4/2016 19:0,508,1,100
15/4/2016 19:15,560,1,100
15/4/2016 19:30,564,1,100
15/4/2016 19:45,464,1,100
15/4/2016 20:0,508,1,100
15/4/2016 20:15,432,1,100
15/4/2016 20:30,560,1,100
15/4/2016 20:45,388,1,100
15/4/2016 21:0,344,1,100
15/4/2016 21:15,396,1,100
15/4/2016 21:30,480,1,100
15/4/2016 21:45,480,1,100
15/4/2016 22:0,452,1,100
15/4/2016 22:15,500,1,100
15/4/2016 22:30,400,1,100
15/4/2016 22:45,292,1,100
15/4/2016 23:0,224,1,100
15/4/2016 23:15,184,1,100
15/4/2016 23:30,148,1,100
15/4/2016 23:45,204,1,100
16/4/2016 0:0,228,1,100
16/4/2016 0:15,236,1,100
16/4/2016 0:30,208,1,100
16/4/2016 0:45,132,1,100
16/4/2016 1:0,156,1,100
16/4/2016 1:15,120,1,100
16/4/2016 1:30,112,1,100
16/4/2016 1:45,72,1,100
16/4/2016 2:0,132,1,100
16/4/2016 2:15,116,1,100
16/4/2016 2:30,64,1,100
16/4/2016 2:45,44,1,100
16/4/2016 3:0,72,1,100
16/4/2016 3:15,64,1,100
16/4/2016 3:30,32,1,100
16/4/2016 3:45,64,1,100
16/4/2016 4:0,32,1,100
16/4/2016 4:15,48,1,100
16/4/2016 4:30,12,1,100
16/4/2016 4:45,48,1,100
16/4/2016 5:0,64,1,100
16/4/2016 5:15,36,1,100
16/4/2016 5:30,52,1,100
16/4/2016 5:45,72,1,100
16/4/2016 6:0,76,1,100
16/4/2016 6:15,104,1,100
16/4/2016 6:30,72,1,100
16/4/2016 6:45,124,1,100
16/4/2016 7:0,104,1,100
16/4/2016 7:15,136,1,100
16/4/2016 7:30,172,1,100
16/4/2016 7:45,256,1,100
16/4/2016 8:0,172,1,100
16/4/2016 8:15,192,1,100
16/4/2016 8:30,220,1,100
16/4/2016 8:45,296,1,100
16/4/2016 9:0,256,1,100
16/4/2016 9:15,252,1,100
16/4/2016 9:30,352,1,100
16/4/2016 9:45,340,1,100
16/4/2016 10:0,340,1,100
16/4/2016 10:15,276,1,100
16/4/2016 10:30,404,1,100
16/4/2016 10:45,456,1,100
16/4/2016 11:0,440,1,100
16/4/2016 11:15,464,1,100
16/4/2016 11:30,468,1,100
16/4/2016 11:45,532,1,100
16/4/2016 12:0,516,1,100
16/4/2016 12:15,420,1,100
16/4/2016 12:30,560,1,100
16/4/2016 12:45,468,1,100
16/4/2016 13:0,556,1,100
16/4/2016 13:15,560,1,100
16/4/2016 13:30,488,1,100
16/4/2016 13:45,376,1,100
16/4/2016 14:0,460,1,100
16/4/2016 14:15,572,1,100
16/4/2016 14:30,528,1,100
16/4/2016 14:45,468,1,100
16/4/2016 15:0,376,1,100
16/4/2016 15:15,352,1,100
16/4/2016 15:30,332,1,100
16/4/2016 15:45,372,1,100
16/4/2016 16:0,300,1,100
16/4/2016 16:15,348,1,100
16/4/2016 16:30,324,1,100
16/4/2016 16:45,292,1,100
16/4/2016 17:0,364,1,100
16/4/2016 17:15,504,1,100
16/4/2016 17:30,364,1,100
16/4/2016 17:45,388,1,100
16/4/2016 18:0,528,1,100
16/4/2016 18:15,536,1,100
16/4/2016 18:30,420,1,100
16/4/2016 18:45,404,1,100
16/4/2016 19:0,496,1,100
16/4/2016 19:15,500,1,100
16/4/2016 19:30,528,1,100
16/4/2016 19:45,516,1,100
16/4/2016 20:0,520,1,100
16/4/2016 20:15,524,1,100
16/4/2016 20:30,312,1,100
16/4/2016 20:45,404,1,100
16/4/2016 21:0,564,1,100
16/4/2016 21:15,384,1,100
16/4/2016 21:30,516,1,100
16/4/2016 21:45,496,1,100
16/4/2016 22:0,548,1,100
16/4/2016 22:15,524,1,100
16/4/2016 22:30,532,1,100
16/4/2016 22:45,220,1,100
16/4/2016 23:0,252,1,100
16/4/2016 23:15,208,1,100
16/4/2016 23:30,204,1,100
16/4/2016 23:45,280,1,100
17/4/2016 0:0,196,1,100
17/4/2016 0:15,292,1,100
17/4/2016 0:30,216,1,100
17/4/2016 0:45,160,1,100
17/4/2016 1:0,136,1,100
17/4/2016 1:15,152,1,100
17/4/2016 1:30,104,1,100
17/4/2016 1:45,160,1,100
17/4/2016 2:0,116,1,100
17/4/2016 2:15,64,1,100
17/4/2016 2:30,116,1,100
17/4/2016 2:45,64,1,100
17/4/2016 3:0,56,1,100
17/4/2016 3:15,60,1,100
17/4/2016 3:30,64,1,100
17/4/2016 3:45,48,1,100
17/4/2016 4:0,48,1,100
17/4/2016 4:15,24,1,100
17/4/2016 4:30,84,1,100
17/4/2016 4:45,40,1,100
17/4/2016 5:0,100,1,100
17/4/2016 5:15,64,1,100
17/4/2016 5:30,52,1,100
17/4/2016 5:45,64,1,100
17/4/2016 6:0,88,1,100
17/4/2016 6:15,68,1,100
17/4/2016 6:30,0,1,100
17/4/2016 6:45,0,1,100
17/4/2016 7:0,0,1,100
17/4/2016 7:15,0,1,100
17/4/2016 7:30,0,1,100
17/4/2016 7:45,0,1,100
17/4/2016 8:0,0,1,100
17/4/2016 8:15,2092,1,100
17/4/2016 8:30,108,1,100
17/4/2016 8:45,104,1,100
17/4/2016 9:0,128,1,100
17/4/2016 9:15,96,1,100
17/4/2016 9:30,168,1,100
17/4/2016 9:45,128,1,100
17/4/2016 10:0,184,1,100
17/4/2016 10:15,196,1,100
17/4/2016 10:30,236,1,100
17/4/2016 10:45,228,1,100
17/4/2016 11:0,304,1,100
17/4/2016 11:15,240,1,100
17/4/2016 11:30,296,1,100
17/4/2016 11:45,360,1,100
17/4/2016 12:0,360,1,100
17/4/2016 12:15,380,1,100
17/4/2016 12:30,280,1,100
17/4/2016 12:45,360,1,100
17/4/2016 13:0,372,1,100
17/4/2016 13:15,392,1,100
17/4/2016 13:30,404,1,100
17/4/2016 13:45,408,1,100
17/4/2016 14:0,384,1,100
17/4/2016 14:15,336,1,100
17/4/2016 14:30,304,1,100
17/4/2016 14:45,316,1,100
17/4/2016 15:0,232,1,100
17/4/2016 15:15,244,1,100
17/4/2016 15:30,240,1,100
17/4/2016 15:45,248,1,100
17/4/2016 16:0,340,1,100
17/4/2016 16:15,356,1,100
17/4/2016 16:30,364,1,100
17/4/2016 16:45,308,1,100
17/4/2016 17:0,272,1,100
17/4/2016 17:15,244,1,100
17/4/2016 17:30,268,1,100
17/4/2016 17:45,312,1,100
17/4/2016 18:0,316,1,100
17/4/2016 18:15,372,1,100
17/4/2016 18:30,340,1,100
17/4/2016 18:45,344,1,100
17/4/2016 19:0,328,1,100
17/4/2016 19:15,368,1,100
17/4/2016 19:30,308,1,100
17/4/2016 19:45,372,1,100
17/4/2016 20:0,460,1,100
17/4/2016 20:15,436,1,100
17/4/2016 20:30,500,1,100
17/4/2016 20:45,384,1,100
17/4/2016 21:0,328,1,100
17/4/2016 21:15,340,1,100
17/4/2016 21:30,336,1,100
17/4/2016 21:45,332,1,100
17/4/2016 22:0,276,1,100
17/4/2016 22:15,284,1,100
17/4/2016 22:30,272,1,100
17/4/2016 22:45,212,1,100
17/4/2016 23:0,148,1,100
17/4/2016 23:15,112,1,100
17/4/2016 23:30,128,1,100
17/4/2016 23:45,156,1,100
18/4/2016 0:0,80,1,100
18/4/2016 0:15,112,1,100
18/4/2016 0:30,96,1,100
18/4/2016 0:45,56,1,100
18/4/2016 1:0,48,1,100
18/4/2016 1:15,48,1,100
18/4/2016 1:30,32,1,100
18/4/2016 1:45,32,1,100
18/4/2016 2:0,32,1,100
18/4/2016 2:15,4,1,100
18/4/2016 2:30,16,1,100
18/4/2016 2:45,20,1,100
18/4/2016 3:0,12,1,100
18/4/2016 3:15,28,1,100
18/4/2016 3:30,8,1,100
18/4/2016 3:45,8,1,100
18/4/2016 4:0,4,1,100
18/4/2016 4:15,16,1,100
18/4/2016 4:30,16,1,100
18/4/2016 4:45,20,1,100
18/4/2016 5:0,32,1,100
18/4/2016 5:15,52,1,100
18/4/2016 5:30,84,1,100
18/4/2016 5:45,120,1,100
18/4/2016 6:0,160,1,100
18/4/2016 6:15,68,1,100
18/4/2016 6:30,164,1,100
18/4/2016 6:45,192,1,100
18/4/2016 7:0,228,1,100
18/4/2016 7:15,336,1,100
18/4/2016 7:30,416,1,100
18/4/2016 7:45,464,1,100
18/4/2016 8:0,388,1,100
18/4/2016 8:15,448,1,100
18/4/2016 8:30,388,1,100
18/4/2016 8:45,424,1,100
18/4/2016 9:0,476,1,100
18/4/2016 9:15,172,1,100
18/4/2016 9:30,504,1,100
18/4/2016 9:45,296,1,100
18/4/2016 10:0,432,1,100
18/4/2016 10:15,264,1,100
18/4/2016 10:30,420,1,100
18/4/2016 10:45,512,1,100
18/4/2016 11:0,408,1,100
18/4/2016 11:15,500,1,100
18/4/2016 11:30,444,1,100
18/4/2016 11:45,532,1,100
18/4/2016 12:0,480,1,100
18/4/2016 12:15,460,1,100
18/4/2016 12:30,412,1,100
18/4/2016 12:45,384,1,100
18/4/2016 13:0,456,1,100
18/4/2016 13:15,464,1,100
18/4/2016 13:30,476,1,100
18/4/2016 13:45,468,1,100
18/4/2016 14:0,652,1,100
18/4/2016 14:15,300,1,100
18/4/2016 14:30,436,1,100
18/4/2016 14:45,324,1,100
18/4/2016 15:0,344,1,100
18/4/2016 15:15,480,1,100
18/4/2016 15:30,448,1,100
18/4/2016 15:45,524,1,100
18/4/2016 16:0,496,1,100
18/4/2016 16:15,444,1,100
18/4/2016 16:30,524,1,100
18/4/2016 16:45,520,1,100
18/4/2016 17:0,500,1,100
18/4/2016 17:15,412,1,100
18/4/2016 17:30,392,1,100
18/4/2016 17:45,600,1,100
18/4/2016 18:0,552,1,100
18/4/2016 18:15,404,1,100
18/4/2016 18:30,376,1,100
18/4/2016 18:45,460,1,100
18/4/2016 19:0,464,1,100
18/4/2016 19:15,532,1,100
18/4/2016 19:30,344,1,100
18/4/2016 19:45,516,1,100
18/4/2016 20:0,464,1,100
18/4/2016 20:15,500,1,100
18/4/2016 20:30,408,1,100
18/4/2016 20:45,400,1,100
18/4/2016 21:0,504,1,100
18/4/2016 21:15,460,1,100
18/4/2016 21:30,352,1,100
18/4/2016 21:45,380,1,100
18/4/2016 22:0,412,1,100
18/4/2016 22:15,420,1,100
18/4/2016 22:30,272,1,100
18/4/2016 22:45,256,1,100
18/4/2016 23:0,212,1,100
18/4/2016 23:15,124,1,100
18/4/2016 23:30,64,1,100
18/4/2016 23:45,104,1,100
19/4/2016 0:0,56,1,100
19/4/2016 0:15,116,1,100
19/4/2016 0:30,52,1,100
19/4/2016 0:45,36,1,100
19/4/2016 1:0,28,1,100
19/4/2016 1:15,12,1,100
19/4/2016 1:30,28,1,100
19/4/2016 1:45,20,1,100
19/4/2016 2:0,8,1,100
19/4/2016 2:15,40,1,100
19/4/2016 2:30,24,1,100
19/4/2016 2:45,28,1,100
19/4/2016 3:0,20,1,100
19/4/2016 3:15,24,1,100
19/4/2016 3:30,20,1,100
19/4/2016 3:45,12,1,100
19/4/2016 4:0,12,1,100
19/4/2016 4:15,68,1,100
19/4/2016 4:30,8,1,100
19/4/2016 4:45,16,1,100
19/4/2016 5:0,36,1,100
19/4/2016 5:15,80,1,100
19/4/2016 5:30,96,1,100
19/4/2016 5:45,92,1,100
19/4/2016 6:0,108,1,100
19/4/2016 6:15,140,1,100
19/4/2016 6:30,172,1,100
19/4/2016 6:45,268,1,100
19/4/2016 7:0,268,1,100
19/4/2016 7:15,272,1,100
19/4/2016 7:30,416,1,100
19/4/2016 7:45,284,1,100
19/4/2016 8:0,348,1,100
19/4/2016 8:15,376,1,100
19/4/2016 8:30,356,1,100
19/4/2016 8:45,324,1,100
19/4/2016 9:0,272,1,100
19/4/2016 9:15,412,1,100
19/4/2016 9:30,316,1,100
19/4/2016 9:45,328,1,100
19/4/2016 10:0,504,1,100
19/4/2016 10:15,516,1,100
19/4/2016 10:30,356,1,100
19/4/2016 10:45,476,1,100
19/4/2016 11:0,524,1,100
19/4/2016 11:15,384,1,100
19/4/2016 11:30,548,1,100
19/4/2016 11:45,304,1,100
19/4/2016 12:0,432,1,100
19/4/2016 12:15,428,1,100
19/4/2016 12:30,520,1,100
19/4/2016 12:45,448,1,100
19/4/2016 13:0,528,1,100
19/4/2016 13:15,420,1,100
19/4/2016 13:30,348,1,100
19/4/2016 13:45,544,1,100
19/4/2016 14:0,420,1,100
19/4/2016 14:15,312,1,100
19/4/2016 14:30,356,1,100
19/4/2016 14:45,376,1,100
19/4/2016 15:0,356,1,100
19/4/2016 15:15,388,1,100
19/4/2016 15:30,336,1,100
19/4/2016 15:45,400,1,100
19/4/2016 16:0,356,1,100
19/4/2016 16:15,472,1,100
19/4/2016 16:30,400,1,100
19/4/2016 16:45,380,1,100
19/4/2016 17:0,420,1,100
19/4/2016 17:15,528,1,100
19/4/2016 17:30,488,1,100
19/4/2016 17:45,400,1,100
19/4/2016 18:0,352,1,100
19/4/2016 18:15,340,1,100
19/4/2016 18:30,472,1,100
19/4/2016 18:45,468,1,100
19/4/2016 19:0,304,1,100
19/4/2016 19:15,444,1,100
19/4/2016 19:30,320,1,100
19/4/2016 19:45,456,1,100
19/4/2016 20:0,348,1,100
19/4/2016 20:15,364,1,100
19/4/2016 20:30,520,1,100
19/4/2016 20:45,388,1,100
19/4/2016 21:0,392,1,100
19/4/2016 21:15,408,1,100
19/4/2016 21:30,372,1,100
19/4/2016 21:45,452,1,100
19/4/2016 22:0,416,1,100
19/4/2016 22:15,404,1,100
19/4/2016 22:30,276,1,100
19/4/2016 22:45,200,1,100
19/4/2016 23:0,188,1,100
19/4/2016 23:15,108,1,100
19/4/2016 23:30,96,1,100
19/4/2016 23:45,100,1,100
20/4/2016 0:0,72,1,100
20/4/2016 0:15,84,1,100
20/4/2016 0:30,60,1,100
20/4/2016 0:45,60,1,100
20/4/2016 1:0,48,1,100
20/4/2016 1:15,28,1,100
20/4/2016 1:30,40,1,100
20/4/2016 1:45,28,1,100
20/4/2016 2:0,16,1,100
20/4/2016 2:15,36,1,100
20/4/2016 2:30,36,1,100
20/4/2016 2:45,12,1,100
20/4/2016 3:0,12,1,100
20/4/2016 3:15,12,1,100
20/4/2016 3:30,24,1,100
20/4/2016 3:45,8,1,100
20/4/2016 4:0,12,1,100
20/4/2016 4:15,20,1,100
20/4/2016 4:30,20,1,100
20/4/2016 4:45,36,1,100
20/4/2016 5:0,56,1,100
20/4/2016 5:15,64,1,100
20/4/2016 5:30,76,1,100
20/4/2016 5:45,128,1,100
20/4/2016 6:0,104,1,100
20/4/2016 6:15,104,1,100
20/4/2016 6:30,188,1,100
20/4/2016 6:45,236,1,100
20/4/2016 7:0,296,1,100
20/4/2016 7:15,324,1,100
20/4/2016 7:30,412,1,100
20/4/2016 7:45,320,1,100
20/4/2016 8:0,256,1,100
20/4/2016 8:15,308,1,100
20/4/2016 8:30,452,1,100
20/4/2016 8:45,520,1,100
20/4/2016 9:0,332,1,100
20/4/2016 9:15,396,1,100
20/4/2016 9:30,240,1,100
20/4/2016 9:45,420,1,100
20/4/2016 10:0,456,1,100
20/4/2016 10:15,352,1,100
20/4/2016 10:30,440,1,100
20/4/2016 10:45,464,1,100
20/4/2016 11:0,396,1,100
20/4/2016 11:15,460,1,100
20/4/2016 11:30,372,1,100
20/4/2016 11:45,460,1,100
20/4/2016 12:0,440,1,100
20/4/2016 12:15,476,1,100
20/4/2016 12:30,260,1,100
20/4/2016 12:45,436,1,100
20/4/2016 13:0,508,1,100
20/4/2016 13:15,388,1,100
20/4/2016 13:30,432,1,100
20/4/2016 13:45,232,1,100
20/4/2016 14:0,496,1,100
20/4/2016 14:15,468,1,100
20/4/2016 14:30,356,1,100
20/4/2016 14:45,452,1,100
20/4/2016 15:0,360,1,100
20/4/2016 15:15,332,1,100
20/4/2016 15:30,428,1,100
20/4/2016 15:45,420,1,100
20/4/2016 16:0,404,1,100
20/4/2016 16:15,460,1,100
20/4/2016 16:30,464,1,100
20/4/2016 16:45,500,1,100
20/4/2016 17:0,492,1,100
20/4/2016 17:15,592,1,100
20/4/2016 17:30,460,1,100
20/4/2016 17:45,312,1,100
20/4/2016 18:0,444,1,100
20/4/2016 18:15,384,1,100
20/4/2016 18:30,412,1,100
20/4/2016 18:45,464,1,100
20/4/2016 19:0,512,1,100
20/4/2016 19:15,376,1,100
20/4/2016 19:30,488,1,100
20/4/2016 19:45,404,1,100
20/4/2016 20:0,432,1,100
20/4/2016 20:15,452,1,100
20/4/2016 20:30,484,1,100
20/4/2016 20:45,392,1,100
20/4/2016 21:0,468,1,100
20/4/2016 21:15,348,1,100
20/4/2016 21:30,388,1,100
20/4/2016 21:45,368,1,100
20/4/2016 22:0,476,1,100
20/4/2016 22:15,512,1,100
20/4/2016 22:30,336,1,100
20/4/2016 22:45,180,1,100
20/4/2016 23:0,180,1,100
20/4/2016 23:15,124,1,100
20/4/2016 23:30,112,1,100
20/4/2016 23:45,152,1,100
21/4/2016 0:0,188,1,100
21/4/2016 0:15,160,1,100
21/4/2016 0:30,84,1,100
21/4/2016 0:45,52,1,100
21/4/2016 1:0,40,1,100
21/4/2016 1:15,48,1,100
21/4/2016 1:30,16,1,100
21/4/2016 1:45,20,1,100
21/4/2016 2:0,28,1,100
21/4/2016 2:15,12,1,100
21/4/2016 2:30,16,1,100
21/4/2016 2:45,16,1,100
21/4/2016 3:0,12,1,100
21/4/2016 3:15,16,1,100
21/4/2016 3:30,16,1,100
21/4/2016 3:45,8,1,100
21/4/2016 4:0,28,1,100
21/4/2016 4:15,8,1,100
21/4/2016 4:30,16,1,100
21/4/2016 4:45,24,1,100
21/4/2016 5:0,52,1,100
21/4/2016 5:15,40,1,100
21/4/2016 5:30,100,1,100
21/4/2016 5:45,136,1,100
21/4/2016 6:0,148,1,100
21/4/2016 6:15,120,1,100
21/4/2016 6:30,172,1,100
21/4/2016 6:45,204,1,100
21/4/2016 7:0,276,1,100
21/4/2016 7:15,328,1,100
21/4/2016 7:30,372,1,100
21/4/2016 7:45,336,1,100
21/4/2016 8:0,364,1,100
21/4/2016 8:15,392,1,100
21/4/2016 8:30,508,1,100
21/4/2016 8:45,376,1,100
21/4/2016 9:0,424,1,100
21/4/2016 9:15,264,1,100
21/4/2016 9:30,404,1,100
21/4/2016 9:45,312,1,100
21/4/2016 10:0,352,1,100
21/4/2016 10:15,376,1,100
21/4/2016 10:30,376,1,100
21/4/2016 10:45,356,1,100
21/4/2016 11:0,460,1,100
21/4/2016 11:15,524,1,100
21/4/2016 11:30,408,1,100
21/4/2016 11:45,424,1,100
21/4/2016 12:0,412,1,100
21/4/2016 12:15,516,1,100
21/4/2016 12:30,452,1,100
21/4/2016 12:45,380,1,100
21/4/2016 13:0,336,1,100
21/4/2016 13:15,588,1,100
21/4/2016 13:30,412,1,100
21/4/2016 13:45,460,1,100
21/4/2016 14:0,504,1,100
21/4/2016 14:15,352,1,100
21/4/2016 14:30,344,1,100
21/4/2016 14:45,408,1,100
21/4/2016 15:0,336,1,100
21/4/2016 15:15,376,1,100
21/4/2016 15:30,468,1,100
21/4/2016 15:45,524,1,100
21/4/2016 16:0,568,1,100
21/4/2016 16:15,476,1,100
21/4/2016 16:30,460,1,100
21/4/2016 16:45,488,1,100
21/4/2016 17:0,536,1,100
21/4/2016 17:15,516,1,100
21/4/2016 17:30,508,1,100
21/4/2016 17:45,384,1,100
21/4/2016 18:0,356,1,100
21/4/2016 18:15,492,1,100
21/4/2016 18:30,464,1,100
21/4/2016 18:45,400,1,100
21/4/2016 19:0,572,1,100
21/4/2016 19:15,500,1,100
21/4/2016 19:30,428,1,100
21/4/2016 19:45,520,1,100
21/4/2016 20:0,360,1,100
21/4/2016 20:15,560,1,100
21/4/2016 20:30,424,1,100
21/4/2016 20:45,448,1,100
21/4/2016 21:0,424,1,100
21/4/2016 21:15,440,1,100
21/4/2016 21:30,528,1,100
21/4/2016 21:45,436,1,100
21/4/2016 22:0,512,1,100
21/4/2016 22:15,420,1,100
21/4/2016 22:30,272,1,100
21/4/2016 22:45,208,1,100
21/4/2016 23:0,188,1,100
21/4/2016 23:15,188,1,100
21/4/2016 23:30,96,1,100
21/4/2016 23:45,116,1,100
22/4/2016 0:0,124,1,100
22/4/2016 0:15,92,1,100
22/4/2016 0:30,68,1,100
22/4/2016 0:45,84,1,100
22/4/2016 1:0,36,1,100
22/4/2016 1:15,40,1,100
22/4/2016 1:30,48,1,100
22/4/2016 1:45,40,1,100
22/4/2016 2:0,24,1,100
22/4/2016 2:15,40,1,100
22/4/2016 2:30,20,1,100
22/4/2016 2:45,28,1,100
22/4/2016 3:0,20,1,100
22/4/2016 3:15,12,1,100
22/4/2016 3:30,8,1,100
22/4/2016 3:45,24,1,100
22/4/2016 4:0,12,1,100
22/4/2016 4:15,4,1,100
22/4/2016 4:30,20,1,100
22/4/2016 4:45,40,1,100
22/4/2016 5:0,36,1,100
22/4/2016 5:15,36,1,100
22/4/2016 5:30,80,1,100
22/4/2016 5:45,100,1,100
22/4/2016 6:0,104,1,100
22/4/2016 6:15,136,1,100
22/4/2016 6:30,184,1,100
22/4/2016 6:45,232,1,100
22/4/2016 7:0,224,1,100
22/4/2016 7:15,344,1,100
22/4/2016 7:30,428,1,100
22/4/2016 7:45,268,1,100
22/4/2016 8:0,388,1,100
22/4/2016 8:15,436,1,100
22/4/2016 8:30,408,1,100
22/4/2016 8:45,616,1,100
22/4/2016 9:0,440,1,100
22/4/2016 9:15,548,1,100
22/4/2016 9:30,300,1,100
22/4/2016 9:45,292,1,100
22/4/2016 10:0,500,1,100
22/4/2016 10:15,468,1,100
22/4/2016 10:30,432,1,100
22/4/2016 10:45,380,1,100
22/4/2016 11:0,380,1,100
22/4/2016 11:15,544,1,100
22/4/2016 11:30,468,1,100
22/4/2016 11:45,452,1,100
22/4/2016 12:0,484,1,100
22/4/2016 12:15,300,1,100
22/4/2016 12:30,460,1,100
22/4/2016 12:45,448,1,100
22/4/2016 13:0,492,1,100
22/4/2016 13:15,448,1,100
22/4/2016 13:30,440,1,100
22/4/2016 13:45,340,1,100
22/4/2016 14:0,404,1,100
22/4/2016 14:15,476,1,100
22/4/2016 14:30,428,1,100
22/4/2016 14:45,372,1,100
22/4/2016 15:0,396,1,100
22/4/2016 15:15,384,1,100
22/4/2016 15:30,252,1,100
22/4/2016 15:45,404,1,100
22/4/2016 16:0,308,1,100
22/4/2016 16:15,484,1,100
22/4/2016 16:30,508,1,100
22/4/2016 16:45,616,1,100
22/4/2016 17:0,480,1,100
22/4/2016 17:15,468,1,100
22/4/2016 17:30,384,1,100
22/4/2016 17:45,500,1,100
22/4/2016 18:0,464,1,100
22/4/2016 18:15,436,1,100
22/4/2016 18:30,420,1,100
22/4/2016 18:45,416,1,100
22/4/2016 19:0,468,1,100
22/4/2016 19:15,504,1,100
22/4/2016 19:30,396,1,100
22/4/2016 19:45,556,1,100
22/4/2016 20:0,508,1,100
22/4/2016 20:15,576,1,100
22/4/2016 20:30,504,1,100
22/4/2016 20:45,468,1,100
22/4/2016 21:0,520,1,100
22/4/2016 21:15,352,1,100
22/4/2016 21:30,500,1,100
22/4/2016 21:45,424,1,100
22/4/2016 22:0,448,1,100
22/4/2016 22:15,520,1,100
22/4/2016 22:30,404,1,100
22/4/2016 22:45,324,1,100
22/4/2016 23:0,332,1,100
22/4/2016 23:15,252,1,100
22/4/2016 23:30,232,1,100
22/4/2016 23:45,212,1,100
23/4/2016 0:0,256,1,100
23/4/2016 0:15,204,1,100
23/4/2016 0:30,144,1,100
23/4/2016 0:45,136,1,100
23/4/2016 1:0,124,1,100
23/4/2016 1:15,76,1,100
23/4/2016 1:30,100,1,100
23/4/2016 1:45,72,1,100
23/4/2016 2:0,100,1,100
23/4/2016 2:15,56,1,100
23/4/2016 2:30,72,1,100
23/4/2016 2:45,44,1,100
23/4/2016 3:0,64,1,100
23/4/2016 3:15,72,1,100
23/4/2016 3:30,60,1,100
23/4/2016 3:45,48,1,100
23/4/2016 4:0,60,1,100
23/4/2016 4:15,40,1,100
23/4/2016 4:30,12,1,100
